"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Juge, Charles. 1782]";"Bergier |Juge";"forclusion |successions |coutume d'Auvergne |testaments |secondes noces |legs |droit d'accroissement |doctrine |jurisprudence |";"Réponse sommaire, pour maître Charles Juge, procureur en la Cour, père et légitime administrateur de son enfant, héritier de défunte Marie Bagès, sa mère ; sieur François Malbet, et demoiselle Elisabeth Bagès, sa femme, de lui autorisée, demandeurs et défendeurs. Contre maître Jean-Nazaire Bagès, avocat en Parlement, et messire Antoine Depons, chevalier, seigneur de Bélestat, son curateur, défendeurs et demandeurs.";"de l'imprimerie d'Antoine Delcros (Clermont-Ferrand)";;"1782|1765-1782|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|9 p.";"BCU_Factums_B0111";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0108 |BCU_Factums_B0109 |BCU_Factums_B0110||||||";"Vodable (63466)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0111.pdf"
"[Factum. Arragonet de Laval, Antoine-Pierre-Xavier-Bernard. 1784]";"Andraud |Grenier";"séparation de biens |droit écrit |dot |doctrine |droit coutumier |avancement d'hoirie |devoirs de la femme envers son mari |divorces |";"Consultations pour messire Antoine-Pierre-Xavier-Bernard Arragonet De Laval, écuyer, défendeur, Contre dame Jeanne-Geneviève Teilhard, son épouse, demanderesse, en séparation de Biens. |Annotations manuscrites.";"Chez Martin Dégoutte (Riom)";;"1784|1783-1784|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|16 p.";"BCU_Factums_B0112";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_M0135 |BCU_Factums_M0136||||||";0;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0112.pdf"
"[Factum. Desmaroux, Joseph. 1784]";"Desmaroux |Tailhardat de la Fayette | Chabrol |Gaschon |Deffayes";"faux |notaires |opinion publique |Orléans (Duc d') |donations |droits de lods |droits féodaux |abus de confiance |prison |coutume du Bourbonnais |témoins |faux témoignages |violences sur autrui |";"Mémoire justificatif, pour maître Joseph Desmaroux, notaire royal et procureur au bailliage royal de Montaigut en Combrailles, prisonnier dans les prisons de la ville de Riom, accusé. Contre monsieur le procureur du Roi de la sénéchaussée d'Auvergne et siège présidial de la ville de Riom, accusateur |En annexe : « Copie de la pièce d'enregistrement par le contrôleur Tailhardat de la Fayette. »";"Chez Martin Dégoutte (Riom)";;"1784|1776-1784|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|61 p.";"BCU_Factums_B0113";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0114 |BCU_Factums_G0934||||||";"Montaigut-en-Combrailles (63233) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0113.pdf"
"[Factum. Giraud, Jean-Baptiste. 1784]";"Chabrol |Grenier |Mioche, aîné";"faux |notaires |opinion publique |Orléans (Duc d') |donations |droits de lods |droits féodaux |abus de confiance |";"A monsieur le sénéchal d'Auvergne, ou monsieur le lieutenant général criminel. Supplie humblement Jean-Baptiste Giraud, notaire royal, habitant de la ville de Montaigut, accusé ; Contre monsieur le procureur du Roi de la sénéchaussée d'Auvergne, accusateur ; … |Annotations manuscrites.";"Chez Martin Dégoutte (Riom)";;"1784|1776-1784|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|32 p.";"BCU_Factums_B0114";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0113 |BCU_Factums_G0934||||||";"Montaigut-en-Combrailles (63233)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0114.pdf"
"[Factum. Descoroles, Joachim. 1784]";"Bernard |Grenier |Leblanc |Touttée |Deparade |Lapeyre |Verny |Touttée, jeune |Gaschon |Deparade, fils |Branche |Grenier |Jourde";"forclusion |droit d'accroissement |secondes noces |généalogie |successions |coutume d'Auvergne |jurisprudence |doctrine |coutume du Bourbonnais |";"Précis pour messire Joachim Descoroles, ecuyer, sieur de la Vergnères, en qualité de père et légitime administrateur de demoiselle Anne Descoroles, et maître François Mayet, notaire royal et procureur d'office en la justice d'Oliergues, demandeur. Contre monsieur maître Pierre Andraud, seigneur de Parpaleix, conseiller du Roi, juge-magistrat en la sénéchaussée et siège présidial de Clermont-Ferrand, défendeur. |arbre généalogique |Annotations manuscrites.";"Chez Martin Dégoutte (Riom)";;"1784|1684-1785|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|26 p.";"BCU_Factums_B0115";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0116||||||";"Olliergues (63258) |Clermont-Ferrand (63113) |Chanterelle (15040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0115.pdf"
"[Factum. Andraud, Pierre. 1785]";"Clément De Givry |De Lagoutte |Busche";"forclusion |droit d'accroissement |secondes noces |généalogie |successions |coutume d'Auvergne |jurisprudence |doctrine |coutume du Bourbonnais |frères germains |";"Mémoire pour maître Pierre Andraud, seigneur de Parpaleix, conseiller au siège présidial de Clermont-Ferrand, intimé ; Contre le sieur Joachim Descoroles, ecuyer, et maître, notaire, appellans.";"Chez P. G. Simon, et N. H. Nyon, imprimeur du Parlement (Paris)";;"1785|1684-1785|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|27 p.";"BCU_Factums_B0116";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0115||||||";"Olliergues (63258) |Clermont-Ferrand (63113) |Chanterelle (15040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0116.pdf"
"[Factum. Doyen, Abbé et Chanoines du Chapitre de Saint-Cerneuf. 1786]";"Milanges De Saint-Genès |Grenier |Belin";"dîmes |experts |bénédictins |portion congrue |dîmes novales |défrichements |étangs |assèchements |abbayes |";"Mémoire signifié, pour les Doyen, Abbé et Chanoines du Chapitre de Saint-Cerneuf, de la ville de Billom, défendeurs. Contre les prieurs et religieux bénédictins de l'Abbaye royale de la Chaise-Dieu, demandeurs.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1588-1786|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|55 p.";"BCU_Factums_B0117";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0118 |BCU_Factums_B0119||||||";"Billom (63040) |La Chaise-Dieu (43048) |Manglieu (63205) |Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0117.pdf"
"[Factum. Prieur et religieux bénédictins de l'Abbaye royale de La Chaise-Dieu. 1786]";"Faydit |Pagès";"dîmes |experts |bénédictins |portion congrue |dîmes novales |défrichements |étangs |assèchements |abbayes |";"Réponse au mémoire signifié, pour les prieur et religieux-bénédictins de l'Abbaye royale de la Chaise-Dieu, demandeurs. Contre les doyen, abbé, chanoines et chapitre de Billom, défendeurs. |Plan.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1688-1786|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|75 p.";"BCU_Factums_B0118";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0117 |BCU_Factums_B0119||||||";"Billom (63040) |La Chaise-Dieu (43048)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0118.pdf"
"[Factum. Doyen, Abbé et Chanoines du Chapitre royal et collégial de Saint-Cerneuf. 1786]";"Milange De Saint-Genès |Grenier |Belin";"dîmes |experts |bénédictins |portion congrue |dîmes novales |défrichements |étangs |assèchements |abbayes |";"Réflexions sommaires, pour les doyen, abbé, chanoines et chapitre royal et collégial de Saint-Cerneuf, de la ville de Billon, défendeurs. Servant de réponse au mémoire des religieux bénédictins de la Chaise-Dieu, demandeurs. |plan";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1688-1786|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|8 p.";"BCU_Factums_B0119";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0117 |BCU_Factums_B0118||||||";"Billom (63040) |La Chaise-Dieu (43048)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0119.pdf"
"[Factum. Bagès, Jean-Baptiste. 1786]";"Bagès |Despérouse |Vazeille";"loterie |cautions |chanoines |prête-nom |merciers |créances |";"Précis pour sieur Jean-Baptiste Bagés, chanoine, de Brioude, défendeur. Contre sieur Jean Cousserand, marchand, demandeur. |tableau de comptes.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1776 -1786|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|18 p.";"BCU_Factums_B0120";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0121||||||";"Brioude (43040) |Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0120.pdf"
"[Factum. Cousserand, Jean. 1786]";"Cousserand |Archon Despérouses |Grenier |Favard";"loterie |cautions |chanoines |prête-nom |merciers |créances |";"Précis pour sieur Jean Cousserand, marchand drapier, et ancien Juge-Consul de la juridiction consulaire de Brioude, demandeur. Contre maître Bagès, chanoine hebdomadier de l'église de Saint-Julien de Brioude, défendeur. Et encore contre le sieur Maison, ci-devant marchand à Brioude, intervenant.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1776 -1786|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|19 p.";"BCU_Factums_B0121";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0120||||||";"Brioude (43040) |Paris (75056)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0121.pdf"
"[Factum. Sauret, Gervais. 1787]";"Boisson |Grenier |Sauvageon";"marchandises |troc |charbon |créances |transport fluvial |livres-journaux |mines |";"Mémoire pour Gervais Sauret, défendeur et demandeur. Contre Gilbert Séve, en qualité de mari de Martine Vigier, demandeur. Et encore contre le sieur Feulhant, défendeur et demandeur, et autres défendeurs.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1787|1785-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|16 p.";"BCU_Factums_B0122";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0123 |BCU_Factums_B0124 |BCU_Factums_B0125||||||";"Pont-du-Château (63284) |Brassac-les-Mines (63050) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0122.pdf"
"[Factum. Feuillant. 1787]";"Boisson |Flourit |Toutté |Lapeyre |Andraud |Mandet";"marchandises |troc |charbon |créances |transport fluvial |livres-journaux |mines |poids et mesures |";"Mémoire pour le sieur Feuillant, défendeur et demandeur. Contre Gervais Sauret, défendeur et demandeur. [suivi de]Consultations.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1787|1785-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|29 p.";"BCU_Factums_B0123";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0122 |BCU_Factums_B0124 |BCU_Factums_B0125||||||";"Pont-du-Château (63284) |Brassac-les-Mines (63050) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0123.pdf"
"[Factum. Sauret, Gervais. 1787]";"Boisson |Grenier |Sauvageon";"marchandises |troc |charbon |créances |transport fluvial |livres-journaux |mines |poids et mesures |faux |témoins |auberges |";"Réponse pour Gervais Sauret, défendeur et demandeur. Contre le sieur Feuillant et autres.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1787|1785-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|12 p.";"BCU_Factums_B0124";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0122 |BCU_Factums_B0123 |BCU_Factums_B0125||||||";"Pont-du-Château (63284) |Brassac-les-Mines (63050) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0124.pdf"
"[Factum. Feuillant. 1787]";"Boisson |Flourit";"marchandises |troc |charbon |créances |transport fluvial |livres-journaux |mines |poids et mesures |faux |témoins |auberges |";"Réplique pour le sieur Feuillant. Contre Gervais Sauret.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1787|1785-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|12 p.";"BCU_Factums_B0125";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0122 |BCU_Factums_B0123 |BCU_Factums_B0124||||||";"Pont-du-Château (63284) |Brassac-les-Mines (63050) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0125.pdf"
"[Factum. Dupuy, Jean. 1787?]";"Grenier |Cathol |Bergier |Redon |Verny |Beaulaton";"créances |banqueroute |créanciers chirographaires |hypothèques |doctrine |au sol la livre |droit de préférence |";"Mémoire à consulter, et consultations pour maître Jean Dupuy, Conseiller du Roi, et son procurateur au bureau des Finances de la Généralité de Riom, et maître Antoine Borel, lieutenant au bailliage de Brioude, demandeurs. Contre les créanciers du sieur Belamy d'Oradour, ci-devant receveur des Tailles, à Brioude, défendeurs. |note manuscrite : « arrêt rendu confirmant la consultation du mois d'août 1789 ».";"de l'imprimerie de Martin Dégoutte (Riom)";;"1787|1783-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|22 p.";"BCU_Factums_B0126";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Brioude (43040) |Murat (15138)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0126.pdf"
