"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Jouvet, Antoine-Amable. 1793]";"Jouvet |Colletay
|Pagès |Hom
";"successions |mort civile |prescription |châteaux |créances |confiscations |capacité des enfants du condamné |doctrine |droit romain|";"Titre complet : Précis pour Antoine-Amable Jouvet, Jean-Paul Jouvet, Jeanne Jouvet et Jean-Noel Colletay, son  mari, demandeurs et intervenants. Contre Claude-Antoine Rudel, homme de loi, habitant de la ville de Thiers, défendeur. |Annotations manuscrites avec résumé du jugement établissant qu'il y a eu  partage de la succession et désignera la portion échue à Antoine Jouvet.||Table Godemel : Confiscation : 1. un tiers peut-il opposer la confiscation aux enfants d’un homme mort civilement, lorsque le seigneur confiscataire n’a pas voulu profiter de son droit, ou en a fait remise ?
2. les enfants qui ont répudié à la succession de leur père, peuvent-ils revenir contre cette renonciation, lorsque les choses sont encore entières ?
3. un créancier qui s’est mis en possession des biens, peut-il opposer la prescription à la demande en désistement des héritiers ? Renonciation : les enfants qui ont répudié à la succession de leur père, peuvent-ils revenir contre cette renonciation, lorsque les choses sont encore entières ?|";"de l'imprimerie de Landriot (Riom)";;"1793|1727-1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|15 p.";"BCU_Factums_G1006";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Foulhouse (château de) |Thiers (63430)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1006.pdf"
"[Factum. Darnd, Raymond. 1780?]";0;"successions |testaments |secondes noces |créances |tutelle |experts |jurisprudence |";"Titre complet : Mémoire signifié, pour Raymond Durand, intimé. Contre Pierre Pailler, appellant. |Document incomplet. S'arrête page 24.||Table Godemel : Pouvoir : le pouvoir donné par le père, en son testament, à sa femme à laquelle il confère l’usufruit de ses biens, de vendre, aliéner, engager des biens immeubles de la succession, pour le paiement et acquittement des dettes passives, a-t-il dispensé la veuve des formalités prescrites pour l’aliénation des biens de mineur, ses enfants étant en minorité ? les ventes ont-elles pu être consenties, par elle, après son convol et sans consulter le tuteur nommé à ses enfants? les mineurs, parvenus à leur majorité, ont-ils le droit d’actionner les acquéreurs en désistement ?|";"s.n.";;"Circa 1780|1752-Circa 1780|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|24 p.";"BCU_Factums_G1007";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Espinasse (63152)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1007.pdf"
"[Factum. Gorce, Anne. 1792?]";"Faydit |Mioche";"séparation de biens |secondes noces |débauche |créances |";"Titre complet : Précis pour Anne Gorce, femme autorisée en justice d'Antoine Barthoule, demanderesse en séparation de biens. Contre ledit Antoine Barthoule, laboureur, habitant de Gerzat, défendeur.||Table Godemel : Séparation de biens|";"de l'imprimerie de Landriot (Riom)";;"Circa 1792|1771-Circa 1792|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|12 p.";"BCU_Factums_G1008";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Gerzat (63164)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1008.pdf"
"[Factum. Godemel. 1790?]";0;"démission forcée |prêtres |oratoriens |bienfaisance |filatures |mendicité |diffamation |créances |saisie |prison |";"Titre complet : « Lettre à Monsieur Godemel, juge de Justice de Riom sur les injustice que M. B. Py curé d'Effiat a éprouvées » . |Titre manuscrit. |L'auteur a édité en 1790 à paris, chez Devaux, l'ouvrage suivant : Esprit d'une constitution nationale, par un curé de campagne, [Par M. Py, curé d'Effiat en Auvergne] / Jean-Baptiste Py.||Table Godemel : démission : un curé qui a renoncé à la congrégation des pères de l’oratoire et a donné sa démission de sa cure, peut-il exciper de surprise et de violence ? S’il a signifié son regret, avant son remplacement, a-t-on pû s’opposer à ce qu’il exerçât ses fonctions ? a-t-on pu lui nommer un successeur avant de lui avoir fait un procès ?|";"s.n.";;"Circa 1790|1783-Circa 1790|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|12 p.";"BCU_Factums_G1009";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Effiat (63143)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1009.pdf"
"[Factum. Blanquet, Jean-Baptiste. 1780]";"Cathol |Grenier
|Vernières
";"bénéfices ecclésiastiques |semi-prébendes |Chapitres |droit canonique |prêtres |doctrine |";"Titre complet : Précis pour maître Jean-Baptiste Blanquet, femi-prébendé de l’Église St. Amable, défendeur. Contre Maître Gilbert Soubiran, prêtre et diacre d'Office de la même Eglise, demandeur.||Table Godemel : Semi-prébende : 1. la demande possessoire relative à une sémi-prébende de l’église Saint Amable, dirigée contre Blanquet, n’ayant été formée qu’après l’an et jour de la possession, est-elle non recevable dès que Mr Soubiran n’a pas agi par la voie du dévolut, ni observé les formalités imposées aux dévolutaires ?
2. la nomination du sémi-prébendé est-elle nulle par cela qu’il n’est que simple clerc ? n’a-t-il pas, au contraire, la faculté de se faire promouvoir à la prêtrise dans l’an et jour de sa nomination ? de quelle époque doit-on calculer le cours de cette année ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1780|1778-1780|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|16 p.";"BCU_Factums_G1010";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1010.pdf"
"[Factum. Roudaire, Laurent. 1780]";"Brugière de Laverchère |Gachon
|Gomot
";"pacage |droit de chauffage |droit d'usage |doctrine |prescription |coutume d'Auvergne |métayage |";"Titre complet : Mémoire signifié pour Sieur Laurent Roudaire, fermier-habitant au château de Rozier, paroisse de Charensat, défendeur et demandeur. Contre dame Perrette Rollet de Lauriat, veuve de monsieur Pierre de Chardon, écuyer, seigneur de Grosliere ; dame de Rochedagoux, habitante de la ville de Riom, demanderesse ; Et contre dame Marie-Thereze de Courtaurel, veuve de monsieur Jean Villette, officier aux Invalides ; et monsieur Gilbert du Courtial de la Suchette, défendeurs. |Reproduction de l'acte de concession de 1621, de la ratification de 1641, de l'extrait de l'arrêt de 1689, du jugement de 1732, de l'acte de prise de possession de 1753. [Suivi de] Consultation pour Sieur Laurent Roudaire. Les soussignés, qui ont vu le Mémoire et les Titres qui y sont énoncés. Signé Deparades, Andraud, Beaulaton, Massonet||Table Godemel : Siens : étymologie du mot Siens dans les donations et les ventes. Usages (droits de) : les droits d’usage, de chauffage, de paccage, sont-ils réels ou personnels ? sont-ils prescriptibles ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1780|1621-1780|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|36 p.";"BCU_Factums_G1011";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Charensat (63094) |Pionsat (63281) |Laroche-d'Agoux (63304)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1011.pdf"
"[Factum. Bayet, Geneviève. 1786]";"Milanges de Mauttes |Gaschon
|Colange
";"ventes |enchères |usufruit |acquéreur de bonne foi |coutume d'Auvergne|biens dotaux |dot |";"Titre complet : Précis pour Dame Geneviève Bayet et messire Michel Vimal, son mari, ecuyer, Baron de Murs, seigneur de Veydières, habitans de la ville d'Ambert, défendeurs et demandeurs. Contre messire Jean-Joseph Flouvat, bachelier de Sorbonne, Chanoine et Doyen de l'église de Notre-Dame du Port de la ville de Clermont-Ferrand, demandeur. Et encore contre maître Damien-Joseph Flouvat, dame Geneviève Flouvat et maître Jacques Rodier, son mari, sieur joseph Quiquandon et autres, défendeurs.||Table Godemel : Concurrence : entre deux acquéreurs ou donataires, en divers temps, le premier en possession réelle est préféré. Mandat : n’y a-t-il pas des exceptions au principe que la mort du mandant révoque les pouvoirs donnés ? Usufruit : un fonds asservi à un usufruit peut-il être vendu, par le propriétaire, à la charge de dédommager l’usufruitier ? celui-ci n’a-t-il, en ce cas, qu’une simple action personnelle contre le vendeur, sans pouvoir attaquer l’acquéreur de bonne foi ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1786|1713-1786|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|20 p.";"BCU_Factums_G1012";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Ambert (63003)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1012.pdf"
"[Factum. Delaire, Antoine. 1793?]";"Delaire |Pagès
|Lapeyre| |Grenier
";"sociétés |dissolution |exploitations forestières |créances |bois de marine et de charpente |abus de faiblesse |coutume du Bourbonnais |bois et forêts |";"Titre complet : Mémoire en réponse, pour Antoine Delaire, citoyen, habitant de la paroisse du Lonzat, intimé. Contre Michel Laurent, habitant du lieu du Jaunet, paroisse de Saint-Didier, appelant.||Table Godemel : Lésions : la restitution pour cause de lésion est-elle admise en vente de meubles, surtout lorsqu’elle est aléatoire ? et que les choses ne sont plus entières ? Société : est-on fondé à attaquer un acte authentique portant dissolution de la société établie pour la coupe et exploitation d’une étendue assez considérable de bois, et vente de sa moitié des bois, moyennant une somme déterminée, en laissant à l’associé l’obligation de remplir toutes ses charges des adjudications ?|";"de l'imprimerie de Landriot (Riom)";;"Circa 1793|1787-Circa 1793|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|31 p.";"BCU_Factums_G1013";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1014||||||";"Paray-sous-Briailles (03204) |Jaligny-sur-Besbre (03132) |Champfollet (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1013.pdf"
"[Factum. Destrada. 1791]";"Chauty |Bouchard
|Noyer |Marc-Antoine Destrada
";"ferme |experts |obligation de travaux |coutume du Bourbonnais |inventaires |domaines agricoles |exploitations forestières |bois et forêts |liève |rétroactivité du bail |usages |bail |";"Titre complet : Précis pour les Sieur et Dame Destrada, appelans ; Contre les sieurs Reynard et Nallet, intimés.|||";"de l'imprimerie de la Veuve Delcros et fils (Riom)";;"1791|1786-1791|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|70 p.";"BCU_Factums_G1014";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1013||||||";"Paray-sous-Briailles (03204) |Bricadet (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1014.pdf"
"[Factum. Boyer, Antoine. 1789]";"Faidit ||Grenier
|Granet
";"banqueroute |prison |créances|commerce de bestiaux |livres-journaux |juridiction consulaire |";"Titre complet : Mémoire pour Antoine Boyer, Jean Chabrol, Jean Soulier, Etienne Varenne, Jean Maigne, Jean de Lendy et Antoine Reynaud, tous marchands, habitants des paroisses de Veze, Dienne, et Alanche, demandeurs. Contre sieur Jean Bonnet, seigneur de Charmensat, habitant de la ville d'Alanche, défendeur.||Table Godemel : Banqueroute : les Soulier père et fils, débiteurs communs, sont-ils d’après les circonstances en état de faillite ouverte et même de banqueroute frauduleuse ? Bonnet s’est-il constitué fauteur de cette banqueroute, et ne doit-il pas, au moins, par suite des faits qui lui sont personnels, payer les créanciers ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1789|1785-1789|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |
";"text|factum";"application/pdf|27 p.";"BCU_Factums_G1015";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Véze (15256) |Dienne (15061) |Allanche (15001) |Charmensac (15043)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1015.pdf"
"[Factum. Feuilland. 1793?]";"Cournol";"mines |concession d'exploitation |intérêt général |propriété du sol |";"Titre complet : Cause à juger, pour le citoyen Feuilland, appelant ; contre les citoyens Paulet et sa femme, intimés. |Annotations manuscrites: détail du jugement.||Table Godemel : Mines : 1. les mines sont exploitées dans l’intérêt général plutôt que dans l’intérêt privé. Le propriétaire du sol peut obtenir préférence pour la concession, s’il peut atteindre, par ses facultés et son industrie, au but que la loi lui propose. que doit-il prouver, s’il veut déposséder le concessionnaire ?|";"De l'imprimerie de Limet (Clermont-Ferrand)";;"Circa 1793|1739-Circa 1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|15 p.";"BCU_Factums_G1016";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Saint-Eloy-les-Mines (63338)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1016.pdf"
"[Factum. Barthélemy. 1793]";"Deval ||Grenier
|Devèze
";"tutelle |fraudes |créances |appropriations de biens |marchands associés |témoins |commerce |inventaires |rumeurs |inondations |vin |textile |climat |draps |";"Titre complet : Mémoire pour les Citoyens Barthélemy, Marie et Catherine Choussy, enfans et héritiers du citoyen Gaspard Choussy, habitans de la ville de Billom ; François-Avit Greliche, homme de loi, curateur à l'émancipation desdits mineurs Choussy, intimés et appelans. Contre la citayenne Catherine Galice, veuve de Nicolas Choussy ; et le citoyen Jacques-Philippe Choussy, homme de loi, héritier sous bénéfice d'inventaire dudit Nicolas Choussy, son père, appelans et intimés. |Annotations manuscrites : jugement du 20 mars 1793 et un autre du 23 fructidor An 2.||Table Godemel : Reconnaissance : de sa femme, l’une la veille du jour de la tutelle des biens et personnes de ses neveux, et la seconde, pendant le cours de la tutelle, les 2 8bre 1768 et 10 mai 1772, et un traité portant liquidation des créances énoncées dans ces reconnaissances qu’on soutient avoir eu pour but d’augmenter les reprises de celle ci sur ses propres biens, doivent-ils être annulés comme faits en fraude des créances des mineurs ? Société : 5. une société de commerce, surtout entre membres de la même famille, a-t-elle pû être contractée sans écrit ? peut-elle, d’ailleurs, résulter de la qualité de commerce et associés prise dans plusieurs instances, du relevé des registres de divers commerçans en relation avec les associés, des extraits de côtes d’impôts en commun pour leur industrie et biens ?|";"de l'imprimerie de Landriot (Riom)";;"1793|1767-1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|40 p.";"BCU_Factums_G1017";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1018||||||";"Billom (63040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1017.pdf"
"[Factum. Gallice, Catherine. An 2?]";"Gallice, veuve Choussy |Deval";"tutelle |fraudes |créances |appropriations de biens |marchands associés |témoins |commerce |inventaires |rumeurs |inondations |vin |textile |climat |draps |";"Titre complet : Mémoire pour la Citoyenne Catherine Gallice, veuve de Nicolas Choussy, appelante de jugement de la ci-devant justice de Billom, du 20 février 1790. Contre les citoyens Barthélemi, Marie et Catherine Choussy, enfans et héritiers de Gaspard Choussy et François-Avit Greliche, mari de ladite Catherine Choussy, intimés. |liste des étoffes et tissus vendus par un marchand drapier mercier. Et annotations manuscrites.||Table Godemel : Reconnaissance : de sa femme, l’une la veille du jour de la tutelle des biens et personnes de ses neveux, et la seconde, pendant le cours de la tutelle, les 2 8bre 1768 et 10 mai 1772, et un traité portant liquidation des créances énoncées dans ces reconnaissances qu’on soutient avoir eu pour but d’augmenter les reprises de celle ci sur ses propres biens, doivent-ils être annulés comme faits en fraude des créances des mineurs ?|";"de l'imprimerie de la veuve Delcros et fils (Clermont-Ferrand)";;"Circa An 2|1768-Circa An 2|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|20 p.";"BCU_Factums_G1018";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1017||||||";"Billom (63040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1018.pdf"
"[Factum. Gerle, Joseph. 1793]";"Pagès |Beaulaton
|Granchier |Verny |Grenier
";"dot |séparation de corps |tribunal de familles |restitution de dot |doctrine |";"Titre complet : Mémoire à consulter, suivi de consultation, pour Joseph Gerle, Citoyen de cette Ville de Riom. Contre Antoine Chassaing, son beau-père, Citoyen de la même Ville. |Annotations manuscrites: jugement du tribunal de district du  11 pluviôse an 3.||Table Godemel : Datio in salutum : le délaissement d’un immeuble fait au mari en payement de la dot de sa femme, peut-il être considéré comme une vente qui rend le mari propriétaire de l’objet délaissé, à charge d’en rendre le prix, de même qu’au cas où l’immeuble dotal a été estimé ?|";"de l'imprimerie de Landriot (Riom)";;"1793|1766-1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|15 p.";"BCU_Factums_G1019";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1020||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1019.pdf"
"[Factum. Chassaing, Antoine. 1793?]";"Chassaing";"restitution de dot |séparation de corps |tribunal de familles |contrats de mariage |doctrine |coutume d'Auvergne |";"Titre complet : Mémoire au tribunal du district de Riom, pour Antoine Chassaing, citoyen de la commune de Riom ; Contre Joseph Gerle, citoyen de la même commune, ayant pris le fait et cause du citoyen Vallet et des héritiers de la veuve Jourde.||Table Godemel : Datio in salutum : le délaissement d’un immeuble fait au mari en payement de la dot de sa femme, peut-il être considéré comme une vente qui rend le mari propriétaire de l’objet délaissé, à charge d’en rendre le prix, de même qu’au cas où l’immeuble dotal a été estimé ?|";"de l'imprimerie de J. C. Salles (Riom)";;"Circa 1793|1766-1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|12 p.";"BCU_Factums_G1020";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1019||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1020.pdf"
"[Délibération du Directoire du département du Puy-De-Dôme. 1792]";"Touttée, père |Andraud
|Lapeyre |Granchier |Toutée, fils
";"prêtres réfractaires |contre-révolution |ordre public |antagonisme entre campagnes arriérées et villes éclairées |troubles publics |droits de l'Homme |caractère anticonstitutionnel de la délibération du Directoire |abus de pouvoir |constitution de 1790 |droit de rester |séparation des pouvoirs |distinction entre villes et campagnes |";"Titre complet : Délibération du Directoire du département du Puy-de-Dôme, et consultation sur icelle.||Table Godemel : liberté individuelle : une délibération départementale, du 19 avril 1792, portant, « que dans les jours de sa notification, tous curés ou vicaires non assermentés seront tenus de sortir de la paroisse où ils ont ci-devant exercé des fonctions curiales, et de se rendre dans le lieu de leur naissance, ou dans le chef-lieu du département, &c. », constitue-t-elle excès de pouvoir, attentat à la constitution et à la liberté individuelle ?|";"de l'imprimerie de Landriot (Riom)";;"1792|1792|1789-1799 : Révolution |";"text|délibération";"application/pdf|15 p.";"BCU_Factums_G1021";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Puy-de-Dôme";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1021.pdf"
"[Factum. Bossède, Michel. 1790]";"Granet";"incendie |tentative d'assassinat |inventaires |cure |droit romain |doctrine |accapareurs |reconstitution d'état-civil |homicides |";"Titre complet : Mémoire pour M. Michel Bessède, Prêtre, Prieur et Curé du Bourg-Lastic, Défendeur. Contre les habitants et corps commun de la paroisse du Bourg-Lastic, demandeurs. |Annotations manuscrites: cause plaidée et le tribunal de district condamne le prêtre a reconstruire le presbytère en quatre années.||Table Godemel : Incendie : 1. le curé, dont le presbytère et dépendances ont été consumés par les flammes, peut-il être tenu, envers les habitans, de rétablir le presbitère et les bâtiments en dépendant, de rapporter de nouvelles expéditions dans le registre de l’état civil, titres de fondations. en d’autres termes l’usufruitier ou locataire qui se refuse à prouver par témoin que l’incendie, qui a consumé l’habitation qu’il occupait et son propre mobilier, est venu du dehors ; n’est-il pas présumé l’avoir occasionné par son fait ou par sa négligence, et, par suite, obligé de garantir le sinistre ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1790|1789-1790|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|11 p.";"BCU_Factums_G1022";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Bourg-Lastic (63048)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1022.pdf"
"[Factum. Altaroche, Jean. 1783]";"Montanier ||Bussac";"successions |légitime |dot |experts |coutume d'Auvergne |renonciation à succession |";"Titre complet : Mémoire signifié, pour Sieur Jean Altaroche, conseiller du Roi, receveur de la maîtrise des eaux et forêts de Saint-Flour, défendeur et demandeur. Contre demoiselle Michelle Altaroche, épouse de sieur Jean-Joseph Hardy ; et demoiselle Marie Altaroche, femme du sieur Guillaume Genton, demanderesses, intervenantes et défenderesses.||Table Godemel : Légitime : 1. en pays coutumier, l’enfant qui avait reçu sa légitime, pouvait-il demander le supplément de légitime ? en cas d’affirmative, de quelle époque fallait-il considérer la valeur des biens, du jour du décès, ou de celui de la demande ?|";"de l'imprimerie de Martin Dégoutte (Riom)";;"1783|1752-1783|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|22 p.";"BCU_Factums_G1023";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";0;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1023.pdf"
"[Factum. Choussy-Dupin. An 9?]";"Choussy-Dupin |Boirot";"ventes |catastrophes naturelles |assignats |viager |exploitations forestières |experts |conflits d'intérêts |corruption |défrichements |climat |";"Titre complet : Mémoire pour le Citoyen Choussy-Dupin. Habitant de la ville du Puy, appelant ; Contre Pierre Touzet, Pierre Buisson-Touzet, Régis et Louis Celeyron, tous habitans de la ville d'Ambert, intimés. |Annotation manuscrite: jugement du 6 nivôse An 9, Choussy débouté de sa demande en défense.||Table Godemel : Experts : le rapport des experts choisis pour déterminer le prix d’une vente d’immeuble peut-il être attaqué de nullité : 1° pour cause de parenté, au degré prohibé, pour l’un d’eux avec une des parties ; 2° pour n’avoir pas été dressé conjointement par les trois experts, mais seulement par le tiers. 2. si les bases adoptées sont vicieuses, y a-t-il lieu à une nouvelle estimation ?|";"de l'imprimerie de la veuve Delcros et fils (Clermont-Ferrand)";;"Circa An 9|1797-Circa An 9|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|44 p.";"BCU_Factums_G1024";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Le Puy-en-Velay (43157) |Ambert (63003) |Folgoux (terre de) |Malvières (43128)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1024.pdf"
"[Factum. Rixain, Léonard. An 12?]";"Pagès-Meymac |Mallet";"successions |héritier universel |légitime |four banal |pays de droit écrit |contrats de mariage |donations |";"Titre complet : Mémoire pour Léonard Rixain, propriétaire, habitant de la ville de Clermont-Ferrand, appelant ; Contre Antoine Rixain, propriétaire, habitant de la ville de Mauriac, intimé ; Et contre Antoine Delmas, propriétaire, habitant de la ville de Mauriac, aussi intimé.||Table Godemel : Cumul : le cohéritier peut-il, après l’ouverture de la succession du légitimaire donateur, cumuler la qualité de donataire et d’héritier, c’est-à-dire prendre ce qui lui a été donné par son frère, et, de plus, sa part dans les objets dont il n’a pas été disposé ? Institution d'héritier : 3. le père commun qui, en faisant une institution d’héritier contractuelle en faveur de son fils ainé, se fait réserve d’une somme déterminée pour former la légitime des quatre autres enfans, a-t-il pu composer la légitime de l’un d’eux en bien fonds et lui en faire donation ?
a-t-il en cela préjudicié à l’institution ? le légitimaire donataire a-t-il pu donner valablemt, à un autre de ses frères, légitimaire comme lui, dans son contrat de mariage, une partie des immeubles donnés ; et, en cas de difficulté, lui donner la moitié des droits légitimaires qu’il pouvait espérer dans les successions échues de ses père et mère ? le cohéritier peut-il, après l’ouverture de la succession du légitimaire- donateur, cumuler la qualité de donataire et d’héritier, c'est-à-dire prendre ce qui lui a été donné par son père, et, de plus, sa part dans les objets dont il n’a pas été disposé ? Donation : 6. le légitimaire-donataire a-t-il pû donner valablement, à un autre de ses frères, légitimaire comme lui, dans son contrat de mariage, une partie des immeubles donnés, et, en cas de difficulté, lui donner la moitié des droits légitimaires qu’il pouvait espérer dans les successions à échoir de ses père et mère ? 10 – 563.|";"De l'Imprimerie de Landriot (Riom)";;"Circa An 12|1764-Circa An 12|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|18 p.";"BCU_Factums_G1025";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0737||||||";"Clermont-Ferrand (63113) |Mauriac (15120) |La Bizette (terroir de) |Delfraissi (terroir de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1025.pdf"
